img_id,result,time
0,verified,78.99638199806213
1,verified,74.19814419746399
7,verified,249.91041707992554
17,verified,75.6730170249939
20,falsified,180.0783474445343
34,verified,77.46741962432861
39,verified,84.17354106903076
45,verified,72.45628190040588
50,verified,75.06117415428162
53,verified,74.91054558753967
54,verified,66.05692958831787
72,verified,70.99427008628845
78,verified,76.82688331604004
79,verified,71.51587867736816
83,falsified,176.03376603126526
85,verified,77.15741157531738
87,verified,79.2016294002533
91,verified,78.75320029258728
97,verified,82.50596785545349
119,verified,73.01466536521912
131,verified,78.89800572395325
159,verified,73.23438119888306
181,verified,82.64926385879517
213,verified,77.16145157814026
233,verified,70.51533603668213
247,falsified,187.39434719085693
293,verified,240.69199085235596
383,falsified,156.05334210395813
426,verified,216.36402583122253
479,verified,64.70743107795715
Num. of unknown:,0
Num. of verified:,26
Num. of falsified:,4
Total time:,3142.6554477214813
Avg. time:,104.75518159071605
Avg. time of verified/falsified (excludes unknown):,104.75518159071605
Avg. time of unknown:,0
Avg. time of verified:,93.96521711349487
Avg. time of falsified:,174.88995069265366
